Year,Month,Day,Weekday,Product_ID,Marketing_Campaign,Seasonal_Trend,Stock_Availability,Base_Sales,Marketing_Effect,Seasonal_Effect,Discount,Competitor_Price,Public_Holiday,Price,Demand
2021,1,1,4,2,2,0,162,108,1.521471197905467,1.1,0.1295914910590736,43.300868685212095,1,50.26944753689264,32547.0
2021,1,1,4,0,2,3,433,167,1.498380880072124,0.8,0.10182025598264,67.93091566226798,0,75.63692723061567,95354.0
2021,1,1,4,1,3,0,451,60,1.7023510197065428,1.1,0.129825012389616,78.01480144024563,1,79.97610167143097,49722.0
2021,1,1,4,2,1,3,166,71,1.0,0.8,0.1001242357727729,86.56218468250795,1,89.24921474323422,9622.0
2021,1,1,4,3,3,0,57,150,1.5092539138889862,1.1,0.0548132847229159,75.32110488424097,0,77.74323473721277,15232.0
2021,1,1,4,3,2,2,114,134,1.5387683933044145,1.2,0.1938529859553283,49.76972484151945,1,52.952695204996,26613.0
2021,1,1,4,4,4,3,28,82,1.8863741418533235,0.8,0.1485778297432839,63.50569407305815,1,72.66746699434714,3713.0
2021,1,1,4,1,2,1,38,161,1.1818866106571295,1.0,0.1888884532986764,88.65239402165221,1,93.2189297305082,6783.0
2021,1,1,4,2,4,0,154,180,2.3553924776150814,1.1,0.172095057809303,32.86843296870571,1,37.54030150764179,74703.0
2021,1,2,5,0,3,0,138,97,1.4633934738996048,1.1,0.0754863563829993,31.360076207519704,1,36.88077889351479,25771.0
2021,1,2,5,3,0,0,214,132,1.4158475932776202,1.1,0.1055308566424246,76.7898011397357,0,84.08012408872175,47396.0
2021,1,2,5,3,1,3,319,189,1.0,0.8,0.1856785768825054,28.225949640897657,1,33.4131763349354,51144.0
2021,1,2,5,2,4,0,348,83,2.377419414715964,1.1,0.1471346714181955,49.730688282564174,1,58.04276314104869,82708.0
2021,1,2,5,3,3,0,239,176,1.2390370029241695,1.1,0.0896149570384467,84.52353886767352,0,88.30327736998153,59979.0
2021,1,2,5,4,3,3,386,80,1.368879113928193,0.8,0.1442494256242635,93.39193608634716,1,97.8967078103291,33368.0
2021,1,2,5,4,0,1,300,112,1.214440679292076,1.0,0.1839836336252177,90.18614279064282,0,99.0995269368076,40247.0
2021,1,2,5,2,2,0,320,178,1.5576807292958763,1.1,0.0530581343628899,57.44152783060549,1,63.08210117754473,111644.0
2021,1,2,5,0,4,3,21,78,2.336079536627388,0.8,0.1324923264184597,75.57209269155642,1,81.80790086907972,3162.0
2021,1,2,5,4,3,3,348,189,1.2802337609843235,0.8,0.1277946591899055,32.14539916235655,0,41.07333572694888,82579.0
2021,1,2,5,4,2,3,342,132,1.3282184142930682,0.8,0.1069026278487241,87.13135232929797,0,96.12387535303657,51988.0
2021,1,2,5,3,4,0,81,65,1.74561563449612,1.1,0.1239469872874193,66.36693465376463,0,71.11139697226355,10438.0
2021,1,2,5,1,1,2,84,74,1.0,1.2,0.0721372283582374,69.5093041487815,0,76.41670107557505,8369.0
2021,1,2,5,4,4,3,366,147,2.0540536918694388,0.8,0.0545572157917376,76.12165701869088,1,83.2979328914621,100613.0
2021,1,2,5,4,2,2,229,181,1.2386672845079554,1.2,0.1252189339600959,75.45600513402417,1,79.30945204701507,62312.0
2021,1,2,5,4,2,3,59,107,1.1464903885930675,0.8,0.1468422782949327,59.76783077616011,1,64.26998463632518,5843.0
2021,1,2,5,2,3,3,77,63,1.7808142240446465,0.8,0.1163484621268961,27.360071555572876,1,37.19302262357576,9131.0
2021,1,2,5,1,3,1,268,174,1.545434101818291,1.0,0.1415201216697631,64.14026725231032,0,73.28631662670458,77758.0
2021,1,2,5,4,2,1,309,55,1.4751293304251258,1.0,0.1675380553330108,76.99304430244626,1,80.54110963155165,24014.0
2021,1,2,5,0,2,0,150,68,1.3589510787069552,1.1,0.1267818894513011,69.04115513984432,1,73.62770166876233,15618.0
2021,1,2,5,0,1,1,305,153,1.0,1.0,0.0640731515030398,43.188714814724335,0,45.82739261056649,50977.0
2021,1,2,5,0,0,2,311,171,1.1656426213225786,1.2,0.1059016463465739,72.89671778993443,0,82.3758794405594,82674.0
2021,1,2,5,3,2,2,374,83,1.4073560748759983,1.2,0.1396776844896399,81.78211967453893,0,85.36685401651164,51786.0
2021,1,2,5,0,0,0,152,162,1.389055325320291,1.1,0.1064069910887903,60.10971787987777,1,62.318716861679874,38342.0
2021,1,2,5,2,0,3,486,78,1.178622022641006,0.8,0.1092403277113247,35.02355192736432,1,42.53956416391083,42538.0
2021,1,2,5,1,1,3,498,198,1.0,0.8,0.129640247151072,75.05560182159103,1,79.42136566487707,79915.0
2021,1,2,5,4,1,2,10,127,1.0,1.2,0.0812213636180783,79.9470707883517,0,87.52038923061957,1989.99
2021,1,2,5,4,2,3,297,97,1.2888074636029287,0.8,0.1141910156899234,40.12135998947808,0,48.216099988070496,34782.0
2021,1,3,6,2,4,2,224,77,1.710331635123783,1.2,0.0613182988847123,39.220562264840666,1,48.872976349981485,45547.0
2021,1,3,6,2,3,2,352,56,1.7200339392521906,1.2,0.1094791605334946,90.37528771460826,1,96.27146344748476,42455.0
2021,1,3,6,3,2,2,425,141,1.0686138847998627,1.2,0.1903265911646759,41.83466190705596,0,43.38931988576189,70983.0
2021,1,3,6,3,2,2,205,87,1.221687963781123,1.2,0.1039713577982777,74.84467792030189,1,80.53340170107404,27729.0
2021,1,3,6,1,3,3,187,180,1.254865583644477,0.8,0.1501172855049393,90.22087082980708,1,97.04010455876409,33977.0
2021,1,3,6,3,3,2,450,156,1.7409233849435677,1.2,0.1947178210406658,87.69049256795896,1,93.29719319458805,138214.0
2021,1,3,6,4,1,0,51,137,1.0,1.1,0.1127474345859341,38.510289570398896,1,40.07188140619874,7805.0
2021,1,3,6,1,2,0,393,122,1.545736820942909,1.1,0.0641525538905366,65.72769143106429,0,71.83223861194296,91716.0
2021,1,3,6,3,0,0,339,134,1.0008890246315647,1.1,0.0898953107436844,80.3545806904412,0,90.07118100546745,56123.0
2021,1,3,6,1,2,3,14,161,1.5155069235697431,0.8,0.0638685569955724,65.34696261496707,1,70.74014830952073,3046.0
2021,1,3,6,1,1,1,109,86,1.0,1.0,0.1485298920124936,28.423398016671506,1,35.14980882812256,10857.0
2021,1,3,6,0,3,3,193,147,1.615511790125054,0.8,0.1421568994459376,58.91841750140758,1,67.60367506922083,39700.0
2021,1,3,6,4,4,0,348,137,2.2354596681978256,1.1,0.0982353673789336,74.20566504030971,0,78.92982249824033,123694.0
2021,1,3,6,3,1,1,64,80,1.0,1.0,0.0631162997330152,84.05831468146297,0,88.34065950210449,5545.0
2021,1,3,6,1,3,1,320,60,1.5236576763316385,1.0,0.1907299488001316,74.1927840164637,0,77.4492699231348,27185.0
2021,1,3,6,2,4,1,389,51,1.914321418086587,1.0,0.1962973661660165,71.32216251171465,0,77.25729795494689,36369.0
2021,1,3,6,2,2,1,389,117,1.0439532952653034,1.0,0.0667171416917292,78.08320975509288,1,82.01848747567524,51236.0
2021,1,3,6,0,3,3,19,75,1.7390855536456264,0.8,0.0805286795470841,70.89157891278448,0,74.11016309512995,2096.0
2021,1,3,6,0,4,1,355,138,2.241534973499528,1.0,0.1108390875539608,78.452034127638,0,82.41607122557167,112832.0
2021,1,3,6,4,2,2,241,139,1.1125784365890694,1.2,0.0541907832871895,37.61112545125748,0,47.33533868338057,58561.0
2021,1,3,6,1,4,2,142,120,1.813760094974238,1.2,0.0786318599025554,81.4615733025111,0,87.56606751854945,40405.0
2021,1,3,6,2,0,1,156,155,1.261405489021435,1.0,0.1609611911704149,74.65757851854559,1,82.44859968510184,31088.0
2021,1,3,6,2,3,2,365,129,1.5971915996494337,1.2,0.0741185363697353,48.488542915317566,1,55.37114370039575,104957.0
2021,1,3,6,2,4,2,33,114,1.7453323346429042,1.2,0.0819981095799591,77.9009479690901,0,81.26752323419478,8300.0
2021,1,3,6,3,3,0,43,157,1.3727531437213831,1.1,0.1017088450119794,48.01180271274063,0,53.63429434905399,11252.0
2021,1,3,6,2,4,0,129,181,2.201947340191592,1.1,0.16367040471073,36.35772948619511,0,45.38196060504231,64941.0
2021,1,3,6,0,0,2,142,97,1.2739902096045064,1.2,0.1403693593670725,73.11348716724393,1,75.55154280855815,20575.0
2021,1,3,6,1,2,3,364,136,1.187076753847356,0.8,0.1289137008558553,76.12647908201191,0,78.7018550767943,46570.0
2021,1,4,0,4,2,1,147,166,1.160185576309423,1.0,0.1887563743203332,61.82747229004824,1,69.20315560903656,28277.0
2021,1,4,0,2,0,1,250,64,1.2718268066458047,1.0,0.1918608088827954,68.46310819658869,1,77.65119311003195,20517.0
2021,1,4,0,0,1,0,489,135,1.0,1.1,0.0582701109621028,89.39849044194152,0,92.82505305984203,78106.0
2021,1,4,0,4,1,2,122,94,1.0,1.2,0.1960256319229173,60.43450381082378,0,66.89181862534136,13470.0
2021,1,4,0,2,3,1,39,83,1.378041821043325,1.0,0.1108026446390628,47.16147586169809,1,53.351808358828,4935.0
2021,1,4,0,0,0,0,490,127,0.995084091980084,1.1,0.0591460346612121,86.50791407452404,0,89.15244301454052,72651.0
2021,1,4,0,4,4,3,195,122,2.333646207599969,0.8,0.1631967024005236,87.67647573895614,0,89.24005658320681,41611.0
2021,1,4,0,3,3,1,273,158,1.5134494759735504,1.0,0.1861267540535248,32.20680087348248,1,41.26936757343144,74888.0
2021,1,4,0,2,2,2,490,85,1.3853829265342097,1.2,0.0883185922754603,91.34405266865366,0,93.72675860387506,71250.0
2021,1,4,0,4,2,0,70,57,1.1955838278645845,1.1,0.0602112141398221,61.9941209156727,0,69.84398685698727,6111.0
2021,1,4,0,0,2,2,206,179,1.0613468801150066,1.2,0.1699788330725942,55.400809805523416,1,61.310183840650446,47452.0
2021,1,4,0,3,3,2,126,65,1.6202544431219954,1.2,0.0724326085647853,56.48537517470263,0,66.33716375088339,19081.0
2021,1,4,0,2,0,0,77,50,1.297658241881355,1.1,0.0573496572862644,26.585746063286443,1,30.15504017586667,6463.0
2021,1,4,0,0,2,1,177,191,1.5473282284799872,1.0,0.0753170553086741,84.45382410334349,1,91.75017263834704,57804.0
2021,1,4,0,1,0,2,95,194,1.2768610088116157,1.2,0.0568740920460935,40.34741095633284,1,43.786798733859136,31793.0
2021,1,4,0,3,2,3,15,164,1.240618932934236,0.8,0.192125961865853,72.31120232721028,0,78.45839958022648,2354.0
2021,1,4,0,3,4,3,279,193,1.6408881453711506,0.8,0.1547298974998854,84.70796173869535,0,90.10899648423543,69913.0
2021,1,4,0,1,2,2,413,170,1.165024892131281,1.2,0.1055119537294588,56.6616570708577,1,58.52876501807181,99761.0
2021,1,4,0,2,4,2,397,92,1.8939550288667704,1.2,0.0950963047790643,88.57966219445966,1,94.11314723563892,87789.0
2021,1,4,0,1,4,0,395,138,2.143295774821445,1.1,0.1114942500253749,50.82047214517137,0,56.86665692803815,140547.0
2021,1,4,0,4,3,2,17,141,1.2449893684618891,1.2,0.0640102627810812,57.370474024768825,1,59.211507686288215,3805.0
2021,1,4,0,0,3,2,124,102,1.5270081747697828,1.2,0.103163269894843,64.70297809824972,1,71.0757039103367,25115.0
2021,1,4,0,4,1,0,272,125,1.0,1.1,0.1966816619022241,40.64031653857559,1,49.99669497783159,40657.0
2021,1,4,0,1,2,0,436,95,1.3580724158235469,1.1,0.1573415088309292,76.36885072163108,1,81.90514734172044,61512.0
2021,1,4,0,2,3,0,354,161,1.7139665880073487,1.1,0.1158259524757824,88.2201281817469,0,91.66803266074972,108593.0
2021,1,4,0,0,0,0,118,155,1.2251322521082022,1.1,0.1295099577289978,40.62227773899958,1,44.36348102964267,25775.0
2021,1,4,0,1,4,2,474,71,2.0092397085808664,1.2,0.1652186424230304,65.51246185234301,1,75.29561439908116,85636.0
2021,1,5,1,1,0,3,146,142,1.0484740644339643,0.8,0.0916665124450031,82.14821657480029,1,89.60150707277336,18951.0
2021,1,5,1,1,1,1,18,74,1.0,1.0,0.1801191540431614,97.28261340731746,0,99.40309987976848,1989.99
2021,1,5,1,2,3,0,460,117,1.6426557113786011,1.1,0.1148958287576717,56.922015547816486,0,58.444632147287685,97215.0
2021,1,5,1,4,4,1,299,147,2.2739957218351305,1.0,0.1486546190568295,36.79509245465496,0,38.41957548989996,97732.0
2021,1,5,1,3,3,2,183,98,1.379788966040033,1.2,0.1331804279827956,65.28573663382468,1,74.94051766100026,32500.0
2021,1,5,1,4,3,3,159,122,1.2801068666393076,0.8,0.074560205758898,63.24682488282702,1,65.7263987033775,21015.0
2021,1,5,1,3,4,0,249,61,1.7468026017892408,1.1,0.1207039552917657,42.97883300585995,0,50.16091473960877,32946.0
2021,1,5,1,1,0,0,324,50,1.1766827343458703,1.1,0.0755096455251831,60.50214217222984,0,63.06867752178117,22228.0
2021,1,5,1,0,0,1,210,121,1.2828118513995377,1.0,0.0502326561228364,46.72286774731094,1,48.81635985078945,35580.0
2021,1,5,1,4,1,3,468,160,1.0,0.8,0.1624278958488097,92.83140375861156,1,97.46116184863884,57943.0
2021,1,5,1,1,3,3,57,135,1.7990085799628746,0.8,0.0717378469427004,32.33316357124406,0,40.55317076456692,14183.0
2021,1,5,1,0,3,2,97,85,1.310720884238088,1.2,0.1159013526994033,91.06188269402232,1,99.54204306608922,13786.0
2021,1,5,1,0,3,0,25,154,1.3265874596736709,1.1,0.179968103768438,53.83186607528183,1,54.83282429080185,5161.0
2021,1,5,1,2,2,1,429,144,1.243401519427204,1.0,0.0864788148887767,65.00102679796453,0,74.39723105985712,88344.0
2021,1,5,1,2,0,2,159,182,1.0518640473321244,1.2,0.1475853763463152,60.42215070197361,1,67.82753862508989,38447.0
2021,1,5,1,2,2,0,479,166,1.349814012945138,1.1,0.1933146221525674,72.28013800055479,1,80.99841877915793,117399.0
2021,1,5,1,2,0,0,342,147,1.1090537826871456,1.1,0.0871004456330296,57.2400030785452,0,59.10385579653055,63594.0
2021,1,5,1,1,3,2,20,118,1.227394301038332,1.2,0.0788126244203519,46.76596213988964,1,53.39538731466909,4021.0
2021,1,5,1,1,0,1,112,158,1.0598330790754051,1.0,0.1645809710077664,45.76956204476021,0,47.25343371178238,17793.0
2021,1,5,1,3,4,1,116,193,1.805267319655165,1.0,0.0607753049613958,90.60510865786728,1,99.10487527941652,45673.0
2021,1,5,1,1,0,0,214,134,0.9614808966968056,1.1,0.1618355601760584,83.7416499544905,1,93.04533709833106,31068.0
2021,1,5,1,4,1,3,337,143,1.0,0.8,0.1419288179798775,57.65335321679104,1,65.26319731177736,41192.0
2021,1,5,1,3,2,3,80,87,1.5101573832408923,0.8,0.1376056319868345,78.95490959367514,1,84.24534964672728,8511.0
2021,1,5,1,2,2,2,137,64,1.5350050879745976,1.2,0.1023282319900734,35.24048565233858,0,37.1433523991192,16808.0
2021,1,6,2,4,2,0,158,99,1.3424858968732298,1.1,0.0814671592063124,40.63016893086581,0,43.751012073567374,25131.0
2021,1,6,2,0,0,3,254,63,1.0980777725723638,0.8,0.0947847782578724,71.19213931035888,0,78.78650433455158,15490.0
2021,1,6,2,0,4,0,428,183,1.8350251030980784,1.1,0.092774066000429,72.19923939095119,1,74.25068845153663,162257.0
2021,1,6,2,4,0,3,468,95,1.3317660475303208,0.8,0.0895286013909259,94.83954338399128,1,97.61232855940366,48827.0
2021,1,6,2,3,3,3,244,189,1.420402770864713,0.8,0.1872138556758703,63.97978680057028,0,70.0982911522789,51331.0
2021,1,6,2,2,2,0,252,102,1.4519775513251716,1.1,0.0735850868835723,49.47353924241887,0,57.94670839971453,49001.0
2021,1,6,2,3,2,0,360,141,1.2776510612028935,1.1,0.1414046257412565,44.94700518583672,0,51.47264874779492,77158.0
2021,1,6,2,1,0,1,143,157,1.3455867321772943,1.0,0.0951864388606067,29.94939903655521,0,39.67753696749888,39834.0
2021,1,6,2,1,1,2,303,177,1.0,1.2,0.1766226980364484,66.88782237479768,1,76.45671243730602,66628.0
2021,1,6,2,0,1,1,16,78,1.0,1.0,0.0831347866603965,35.856769788951986,1,40.59216104864289,1989.99
2021,1,6,2,4,1,2,203,161,1.0,1.2,0.1400785700726024,36.08601984906595,0,44.91304544118506,46173.0
2021,1,6,2,2,1,1,167,175,1.0,1.0,0.0873842754652193,33.00060725337375,1,38.76319231761086,34461.0
2021,1,6,2,1,1,1,24,83,1.0,1.0,0.0682836064573991,64.9460337945483,0,67.45221562157543,2120.0
2021,1,6,2,0,4,2,445,101,2.230803878428832,1.2,0.1398893107824782,91.170995494677,1,93.44616715731816,116674.0
2021,1,6,2,0,3,0,463,190,1.317617397571956,1.1,0.0751251585570896,82.86831200989721,0,86.81509726329824,135893.0
2021,1,6,2,3,0,0,72,147,1.2299039443387658,1.1,0.1888428042690072,42.33682446806644,1,44.14545826255613,13322.0
2021,1,6,2,3,1,1,99,169,1.0,1.0,0.1161727549033333,35.083201476224204,0,44.4955409990677,20630.0
2021,1,6,2,3,1,3,192,174,1.0,0.8,0.1516325206105262,25.697980881539586,1,34.02848015561638,33026.0
2021,1,6,2,2,4,1,246,83,1.800860714941688,1.0,0.0645938430786309,90.96974696452222,1,96.0129512937354,39931.0
2021,1,6,2,3,0,1,316,161,1.1802210325010498,1.0,0.1528696907644122,75.35785543892342,1,77.2712336021078,57373.0
2021,1,6,2,4,2,2,289,198,1.5282273398444095,1.2,0.1155338719230878,68.57977308937744,1,74.65961344277244,111146.0
2021,1,6,2,0,2,1,203,185,1.499533907456572,1.0,0.1417315013563539,57.8772991631437,0,58.95186294937638,54153.0
2021,1,6,2,1,4,0,214,138,1.8800190681935345,1.1,0.0685063665628964,91.62874523880345,0,98.40119956313823,67203.0
2021,1,6,2,4,3,2,59,103,1.7825070859135628,1.2,0.0622518700807142,28.55029970725632,1,35.9849778734886,16900.0
2021,1,6,2,2,4,0,126,112,2.065954063079958,1.1,0.163462082596531,82.6651002878806,0,90.38664142490776,32267.0
2021,1,6,2,2,3,2,490,180,1.6318313889304743,1.2,0.1597586247270461,29.19313477784521,1,33.90278811258452,171649.28000000046
2021,1,6,2,2,1,3,445,168,1.0,0.8,0.057506754071474,53.784850481385874,1,63.00234987725977,72631.0
2021,1,6,2,3,1,1,323,102,1.0,1.0,0.0867796378611124,72.95231126807604,0,78.73965492480147,35721.0
2021,1,6,2,3,2,1,50,83,1.4147248973990911,1.0,0.0586746527712989,49.32296905263044,0,57.381511936576494,7072.0
2021,1,6,2,1,1,2,353,156,1.0,1.2,0.0970167834204383,91.749221260477,0,96.76628655932944,69226.0
2021,1,6,2,1,4,0,147,165,2.366819066650133,1.1,0.0538164637048957,64.41500786931555,1,69.30327200527566,70712.0
2021,1,7,3,0,2,0,371,87,1.545214782166874,1.1,0.1736772946234484,36.37239489011567,0,44.70544283716905,61292.0
2021,1,7,3,0,0,0,77,151,1.2771437944086503,1.1,0.1186750853496814,65.47624921821901,1,67.28703869720164,16273.0
2021,1,7,3,1,4,0,127,105,1.6599631979174427,1.1,0.0942917520555766,89.85101928252593,0,95.01385879729096,25652.0
2021,1,7,3,4,0,2,20,145,1.074829081223588,1.2,0.1517444500231374,85.45094462834976,0,91.96204268341916,3756.0
2021,1,7,3,0,3,1,419,109,1.2566380048973778,1.0,0.1003452841281462,57.6433043693723,0,64.5371869711905,63588.0
2021,1,7,3,0,4,1,431,198,1.6149127379259425,1.0,0.0503712127069534,33.601762827263705,0,36.79621528865855,157644.0
2021,1,7,3,1,4,0,342,140,1.6420186014514933,1.1,0.0842022063579418,50.77408814294625,1,59.453534870941695,102012.0
2021,1,7,3,0,4,0,332,102,1.6376270132178083,1.1,0.139919288856079,93.1782541113296,0,98.9992973722612,61319.0
2021,1,7,3,0,2,3,311,166,1.428672689055586,0.8,0.1587780736122854,28.660600836121294,1,35.00085024956979,66678.0
2021,1,7,3,4,1,0,177,76,1.0,1.1,0.1781638538230622,39.11846625648087,1,46.73014148031689,15979.0
2021,1,7,3,4,4,3,354,188,2.087804218374812,0.8,0.0686200659532107,79.62826387153682,0,86.9687022852082,124381.0
2021,1,7,3,0,2,1,252,141,1.287724538711473,1.0,0.1071679243442182,27.80479806160152,1,33.754290494639655,54552.0
2021,1,7,3,3,1,0,104,64,1.0,1.1,0.0842331358606238,64.4970681857522,0,74.35649304334319,8502.0
2021,1,7,3,2,0,0,386,105,1.3906132088022367,1.1,0.0639227607214338,40.08235556724531,1,45.0040774561446,71676.0
2021,1,7,3,2,4,0,204,180,1.665300350908491,1.1,0.1494561422846034,57.02740515605405,0,61.77013481366885,68166.0
2021,1,7,3,3,2,0,209,90,1.5577034884306973,1.1,0.0713605977286735,43.54507597267703,1,48.1716546556158,36421.0
2021,1,7,3,3,4,2,150,137,1.9828420683546968,1.2,0.0547789781740807,72.85360488928951,0,74.43148158214936,51941.0
2021,1,7,3,1,1,1,370,96,1.0,1.0,0.143753757750288,64.93203800486097,0,74.13796569061786,38198.0
2021,1,7,3,1,2,0,51,175,1.3908185773449888,1.1,0.1932640773379638,53.27167582116981,1,62.05797027123363,14115.0
2021,1,7,3,4,2,3,357,94,1.389260054686535,0.8,0.1117972174305412,75.85179356219501,0,79.91179491441665,38390.0
2021,1,7,3,3,0,0,65,173,1.378950033460959,1.1,0.1998291176843317,66.48249250369975,0,68.58261137681217,15487.0
2021,1,7,3,3,0,1,349,166,1.3416797681259605,1.0,0.0738683077056861,67.44236768343643,0,76.12628897138927,89381.0
2021,1,7,3,4,2,2,29,138,1.2570059692594877,1.2,0.096720628843694,83.08052233255958,0,86.25831531897062,6227.0
2021,1,7,3,1,3,1,240,74,1.25662812408825,1.0,0.0649324766179644,22.319517321862246,1,31.976481630900743,32887.0
2021,1,7,3,2,0,1,498,119,1.3671353815164573,1.0,0.1855345571054846,58.202808285740176,0,65.63540631588509,81855.0
2021,1,7,3,0,4,3,467,116,1.95843938323861,0.8,0.1666348881121195,86.23207052736332,1,95.52688654509198,86190.0
2021,1,7,3,4,4,0,303,161,2.280604801914681,1.1,0.1506211020968949,83.02382904712479,1,89.97655299845414,123917.0
2021,1,7,3,0,2,2,426,86,1.4757436456800903,1.2,0.0864332917231975,87.49753056795004,0,94.6654751878374,70538.0
2021,1,7,3,4,4,3,374,153,2.3762985072857123,0.8,0.1205702087831527,75.4699865186247,0,80.11621636920017,111710.0
2021,1,8,4,4,3,2,34,192,1.2915338726301049,1.2,0.0559202924073661,87.49254765009971,0,89.65645729041756,10766.0
2021,1,8,4,0,2,0,434,100,1.491845428373532,1.1,0.1279425390761723,53.36180090973703,0,62.82421308751841,80434.0
2021,1,8,4,3,1,3,249,131,1.0,0.8,0.1526422599140078,27.671674376793383,1,37.20454149020635,32702.0
2021,1,8,4,3,4,0,479,154,1.8702408993272632,1.1,0.1902112072097165,89.3674145655674,0,91.57201292188508,138514.0
2021,1,8,4,3,4,2,46,181,1.8080081573895133,1.2,0.1083685910743394,41.1077218522199,0,44.03371597009962,18978.0
2021,1,8,4,1,3,3,140,97,1.5893593229003136,0.8,0.1402564144881925,28.1361927685611,1,31.70293797479894,18399.0
2021,1,8,4,1,0,2,373,120,1.0756613921624072,1.2,0.1198753197796503,34.70434553304136,0,43.62024612357086,70305.0
2021,1,8,4,2,4,1,147,103,1.938194920471564,1.0,0.1492264908462884,66.38316491373973,1,75.96225956657494,31426.0
2021,1,8,4,1,0,0,149,147,1.1023333184765989,1.1,0.1640184625368497,58.076250230021074,1,59.63060489361554,25076.0
2021,1,8,4,2,0,1,448,110,1.1819431793709985,1.0,0.1828441276572259,61.68573866307962,0,64.28354274891382,54560.0
2021,1,8,4,1,3,0,169,168,1.5284050047806232,1.1,0.1160885516207505,67.1506541735999,0,73.67008009125428,50917.0
2021,1,8,4,0,2,3,406,124,1.4745847037648776,0.8,0.0961430202066468,44.56033832732895,0,49.39821199273962,65457.0
2021,1,8,4,2,1,1,277,170,1.0,1.0,0.0661820735263737,46.06338612441408,0,52.08390058559361,54692.0
2021,1,8,4,3,0,3,56,157,1.4118783627057234,0.8,0.1921912975381729,39.83606248935917,0,48.9902694786797,10851.0
2021,1,8,4,1,0,3,81,175,1.378472109744152,0.8,0.1715148177366176,38.53353799380841,0,39.6400867903469,14654.0
2021,1,8,4,0,4,1,423,96,1.809512740733664,1.0,0.1083222726700347,55.44404334872313,1,61.44014632033374,79867.0
2021,1,8,4,4,0,0,475,74,1.0166934876715417,1.1,0.1697458559663667,67.21703967959479,1,76.50558286200814,40862.0
2021,1,8,4,0,4,1,11,103,2.087947301027308,1.0,0.0718045757517287,40.2797903232902,0,46.79410541244511,2805.0
2021,1,8,4,0,2,3,207,69,1.1987360473052098,0.8,0.0660613981306606,71.07515598571023,1,75.95400223608198,15037.0
2021,1,8,4,3,0,1,367,60,0.9683225509554862,1.0,0.0775364841719525,30.391462933120845,0,35.19857556446699,25058.0
2021,1,8,4,4,3,0,178,178,1.796379198514559,1.1,0.1353195640124639,82.73427842062176,0,91.0111686959131,65507.0
2021,1,8,4,1,2,3,262,160,1.3762409993598652,0.8,0.1919354792274744,88.18680583354467,1,97.11316761928802,45177.0
2021,1,8,4,0,0,1,369,161,1.0800221764721485,1.0,0.1575985626179506,37.61053079254479,1,45.11590924954026,71320.0
2021,1,8,4,0,4,0,212,133,2.1366437633806306,1.1,0.1351468064500271,53.43689905308422,0,55.61026852864573,65608.0
2021,1,8,4,4,0,3,86,175,1.2340730519113972,0.8,0.1908062745646319,76.26328926318911,1,80.27626205614709,13921.0
2021,1,8,4,2,3,0,27,66,1.5881405075863737,1.1,0.057060922522694,69.05754921921906,1,75.17715979192654,3515.0
2021,1,8,4,0,3,0,39,109,1.7660627049253947,1.1,0.0758334665747548,82.79700148412809,1,92.20366776397977,9349.0
2021,1,8,4,0,3,3,61,94,1.6536564493818648,0.8,0.0915373391650141,93.64014965226096,1,97.11574289101782,7861.0
